row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_bucket,profit,cost_price,profit_margin
4837,CA-2017-167976,11-13-2016,7-22-2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,5,0,Low(0-10%),20.16,57.39,0.26
4838,CA-2017-111388,11-13-2016,7-23-2016,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2,0,Low(0-10%),6.97,17.91,0.28
4839,CA-2015-124499,11-13-2016,7-23-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,5,0,Low(0-10%),39.41,101.34,0.28
4840,US-2017-128118,11-13-2016,7-23-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,Low(0-10%),9.89,26.74,0.27
4841,CA-2016-136434,11-13-2016,7-23-2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,2,0,Low(0-10%),11.45,32.57,0.26
4842,CA-2014-137092,11-13-2016,7-23-2017,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.14,2,80,High(20+%),-4.7,7.84,-1.5
4843,,11-13-2016,7-23-2017,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54,2,0,Low(0-10%),7.23,12.31,0.37
4844,,11-13-2016,7-23-2017,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0,Low(0-10%),13.05,17.31,0.43
4845,CA-2015-120446,11-13-2017,7-23-2017,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Yonkers,New York,10701,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,4,0,Low(0-10%),70.5,93.46,0.43
4846,,11-13-2017,7-23-2017,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Decatur,Alabama,35601,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,239.92,8,0,Low(0-10%),23.99,215.93,0.1
4847,US-2017-152366,11-13-2017,7-24-2014,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,3,20,Medium(11-20),-48.95,279.33,-0.2125
4848,,11-13-2017,7-24-2014,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,10009,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0,Low(0-10%),3.36,7.85,0.3
4849,,11-13-2017,7-24-2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.79,4,20,Medium(11-20),6.18,55.61,0.1
4850,,11-13-2017,7-24-2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",206,3,32,High(20+%),-27.26,233.26,-0.132352941
4851,,11-13-2017,7-24-2014,First Class,KB-16600,Ken Brennan,Corporate,United States,New York City,New York,10009,East,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,629.95,5,0,Low(0-10%),163.79,466.16,0.26
4852,,11-13-2017,7-20-2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Dublin,California,94568,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,20,Medium(11-20),1.38,20.63,0.0625
4853,CA-2017-147564,11-13-2017,7-25-2016,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Houston,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.32,6,80,High(20+%),-24.71,34.03,-2.65
4854,CA-2014-162089,11-13-2017,7-25-2016,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",8.9,3,20,Medium(11-20),3.34,5.57,0.375
4855,US-2017-158526,11-13-2017,7-25-2016,Second Class,MN-17935,Michael Nguyen,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.06,4,20,Medium(11-20),-63.01,783.07,-0.0875
4856,,11-13-2017,7-25-2016,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Oxnard,California,93030,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0,Low(0-10%),29.03,53.92,0.35
4857,US-2017-136784,11-13-2017,7-25-2016,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.86,4,20,Medium(11-20),9.13,51.73,0.15
4858,CA-2014-146283,11-13-2017,7-25-2016,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,653,7,70,High(20+%),-935.96,1588.95,-1.433333333
4859,CA-2017-151218,11-13-2017,7-21-2016,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,10,70,High(20+%),-7.48,18.7,-0.666666667
4860,,11-13-2017,7-21-2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,14215,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,0,Low(0-10%),12.21,31.39,0.28
4861,,11-13-2017,7-22-2014,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,14215,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",154.95,3,0,Low(0-10%),30.99,123.96,0.2
4862,CA-2015-130183,11-13-2017,7-22-2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.7,6,20,Medium(11-20),150.29,2254.41,0.0625
4863,CA-2015-107902,11-13-2017,7-22-2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.02,11,20,Medium(11-20),190.02,373,0.3375
4864,CA-2017-130148,11-13-2017,7-22-2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,Low(0-10%),10.35,334.56,0.03
4865,US-2016-151260,11-13-2017,7-23-2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,Low(0-10%),4.23,4.41,0.49
4866,,11-13-2017,7-23-2014,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.06,1,20,Medium(11-20),0.15,1.91,0.075
4867,CA-2015-166947,11-14-2014,7-23-2014,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,20.74,4,20,Medium(11-20),7.26,13.48,0.35
4868,,11-14-2014,7-23-2014,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5,0,Low(0-10%),15.55,16.85,0.48
4869,CA-2016-143910,11-14-2014,7-24-2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,3,0,Low(0-10%),6.36,6.36,0.5
4870,CA-2014-146885,11-14-2014,7-24-2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0,Low(0-10%),5.64,5.88,0.49
4871,CA-2017-115175,11-14-2014,7-24-2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7,0,Low(0-10%),233.22,599.71,0.28
4872,CA-2017-105851,11-14-2014,7-22-2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,43.8,10,0,Low(0-10%),21.02,22.78,0.48
4873,CA-2014-111934,11-14-2014,7-22-2014,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,Low(0-10%),5.23,6.13,0.46
4874,US-2016-117387,11-14-2014,7-20-2014,Standard Class,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.26,2,10,Low(0-10%),14.62,54.64,0.211111111
4875,,11-14-2015,7-20-2014,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,20,Medium(11-20),99.43,784.41,0.1125
4876,,11-14-2015,7-25-2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Rio Rancho,New Mexico,87124,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,20,Medium(11-20),20.16,210.2,0.0875
4877,,11-14-2015,7-25-2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,20,Medium(11-20),2.29,6.43,0.2625
4878,,11-14-2015,7-25-2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.18,3,20,Medium(11-20),4.56,86.62,0.05
4879,,11-14-2015,7-25-2015,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.97,4,20,Medium(11-20),29.99,129.97,0.1875
4880,CA-2017-143294,11-14-2015,7-25-2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,0,Low(0-10%),26.65,49.49,0.35
4881,CA-2016-165673,11-14-2015,7-25-2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Dover,Delaware,19901,East,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19.96,2,0,Low(0-10%),9.38,10.58,0.47
4882,CA-2017-135587,11-14-2015,7-27-2015,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.98,2,20,Medium(11-20),-1.2,49.18,-0.025
4883,CA-2017-126438,11-14-2015,7-27-2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0,Low(0-10%),16.98,16.98,0.5
4884,CA-2017-117653,11-14-2015,7-27-2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,0,Low(0-10%),322.18,503.93,0.39
4885,CA-2017-106831,11-14-2015,7-27-2015,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6,2,0,Low(0-10%),2.26,35.34,0.06
4886,CA-2017-154123,11-14-2015,7-23-2016,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,2,0,Low(0-10%),23.96,35.94,0.4
4887,CA-2016-136049,11-14-2015,7-25-2017,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37,5,0,Low(0-10%),16.65,20.35,0.45
4888,CA-2015-111990,11-14-2016,7-25-2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0,Low(0-10%),115,384.98,0.23
4889,CA-2014-169460,11-14-2016,7-25-2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0,Low(0-10%),2.38,2.9,0.45
4890,US-2015-152128,11-14-2016,7-26-2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0,Low(0-10%),3.88,4.38,0.47
4891,,11-14-2016,7-26-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,10035,East,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2,0,Low(0-10%),3.91,10.07,0.28
4892,,11-14-2016,7-25-2017,Standard Class,DP-13000,Darren Powers,Consumer,United States,New York City,New York,10035,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,0,Low(0-10%),6.15,17.5,0.26
4893,CA-2017-104619,11-14-2016,7-25-2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,380.06,3,30,High(20+%),-21.72,401.78,-0.057142857
4894,CA-2015-149517,11-14-2016,7-25-2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,4,40,High(20+%),180,1019.98,0.15
4895,CA-2015-116841,11-14-2016,7-25-2017,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.58,3,20,Medium(11-20),9.72,38.86,0.2
4896,,11-14-2016,7-25-2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45,5,0,Low(0-10%),7.57,8.88,0.46
4897,,11-14-2016,7-25-2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92,4,0,Low(0-10%),6.57,13.35,0.33
4898,CA-2016-101623,11-14-2016,7-24-2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.3,2,80,High(20+%),-3.9,6.2,-1.7
4899,US-2014-151015,11-14-2016,7-25-2014,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.01,2,10,Low(0-10%),72.53,335.47,0.177777778
4900,CA-2017-152968,11-14-2016,7-25-2014,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",40.44,3,0,Low(0-10%),10.51,29.93,0.26
4901,CA-2016-120796,11-14-2016,7-25-2014,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0,Low(0-10%),3.47,3.91,0.47
4902,,11-14-2016,7-25-2014,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Baltimore,Maryland,21215,East,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97,3,0,Low(0-10%),25.19,64.78,0.28
4903,,11-14-2016,7-25-2014,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,0,Low(0-10%),2.85,6.99,0.29
4904,,11-14-2017,7-25-2014,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,Low(0-10%),7.49,7.79,0.49
4905,CA-2015-115847,11-14-2017,7-25-2014,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,40,High(20+%),15.99,103.95,0.133333333
4906,US-2017-126179,11-14-2017,7-27-2014,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.65,2,70,High(20+%),-2.8,6.44,-0.766666667
4907,CA-2014-163013,11-14-2017,7-26-2016,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,20,Medium(11-20),3.02,5.62,0.35
4908,,11-14-2017,7-26-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,34.24,8,0,Low(0-10%),9.93,24.31,0.29
4909,CA-2017-110905,11-14-2017,7-23-2016,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,20,Medium(11-20),28.14,293.43,0.0875
4910,,11-14-2017,7-26-2016,Second Class,PW-19030,Pauline Webber,Corporate,United States,Watertown,New York,13601,East,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",96.36,6,0,Low(0-10%),25.05,71.31,0.26
4911,,11-14-2017,7-26-2016,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.99,5,80,High(20+%),-32.99,54.98,-1.5
4912,,11-14-2017,7-21-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.95,6,20,Medium(11-20),-27.29,195.24,-0.1625
4913,,11-14-2017,7-21-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,20,Medium(11-20),4.5,40.54,0.1
4914,CA-2014-102673,11-15-2014,7-21-2016,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.22,3,20,Medium(11-20),0.48,3.75,0.1125
4915,CA-2016-145303,11-15-2014,7-21-2016,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.06,2,20,Medium(11-20),29.14,303.91,0.0875
4916,CA-2015-156104,11-15-2014,7-27-2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.9,4,20,Medium(11-20),7.78,17.12,0.3125
4917,CA-2016-155138,11-15-2014,7-27-2017,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.66,9,20,Medium(11-20),204.07,400.58,0.3375
4918,,11-15-2014,7-27-2017,Second Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0,Low(0-10%),3.29,7.67,0.3
4919,,11-15-2014,7-27-2017,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3,0,Low(0-10%),3.24,6.87,0.32
4920,,11-15-2014,7-27-2017,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,0,Low(0-10%),146.77,625.7,0.19
4921,,11-15-2014,7-27-2017,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2,0,Low(0-10%),5.32,15.14,0.26
4922,CA-2014-136567,11-15-2015,7-27-2017,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.27,9,20,Medium(11-20),15.64,234.63,0.0625
4923,CA-2016-149314,11-15-2015,7-25-2017,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.36,3,80,High(20+%),-17.05,28.41,-1.5
4924,CA-2017-147039,11-15-2015,7-25-2017,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,5,20,Medium(11-20),-1.74,10.46,-0.2
4925,,11-15-2015,7-27-2017,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Harrisonburg,Virginia,22801,South,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,2,0,Low(0-10%),14.39,25.57,0.36
4926,,11-15-2015,7-25-2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0,Low(0-10%),20.58,50.37,0.29
4927,,11-15-2015,7-24-2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,34.94,6,20,Medium(11-20),11.79,23.15,0.3375
4928,,11-15-2015,7-24-2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04,6,0,Low(0-10%),35.71,83.33,0.3
4929,,11-15-2015,7-26-2017,Standard Class,VP-21760,Victoria Pisteka,Corporate,United States,Toledo,Ohio,43615,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",166.92,13,70,High(20+%),-116.84,283.76,-0.7
4930,CA-2015-144274,11-15-2016,7-21-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.38,2,20,Medium(11-20),27.1,334.27,0.075
4931,,11-15-2016,7-21-2017,Same Day,ON-18715,Odella Nelson,Corporate,United States,Burlington,North Carolina,27217,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.02,4,40,High(20+%),-199.51,829.53,-0.316666667
4932,CA-2015-157133,11-15-2016,7-26-2017,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,Low(0-10%),40.75,58.64,0.41
4933,CA-2014-107454,11-15-2016,7-26-2017,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.79,1,20,Medium(11-20),381.3,635.5,0.375
4934,US-2017-105046,11-15-2016,7-26-2017,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.14,7,20,Medium(11-20),13.35,24.79,0.35
4935,CA-2017-104136,11-15-2017,7-25-2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.06,4,20,Medium(11-20),55.02,165.05,0.25
4936,CA-2016-123050,11-15-2017,7-25-2017,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",339.14,4,20,Medium(11-20),0,339.14,0
4937,CA-2016-164889,11-16-2014,7-25-2017,Standard Class,AH-10075,Adam Hart,Corporate,United States,Huntington Beach,California,92646,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0,Low(0-10%),2.4,2.82,0.46
